budget,homepage,id,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,vote_average,vote_count,movie_type,production_house,country,country _code
0,,9782,en,The Night Listener,7.173059,12-Feb-06,0,91,Released,You never know who's listening.,5.5,57,"Drama, Thriller",Miramax Films,United States of America,US
0,,9043,en,The Family Stone,14.190837,14-Dec-05,0,103,Released,Feel The Love,6.2,249,"Comedy, Drama, Romance",Fox 2000 Pictures,United States of America,US
0,,73511,en,The Californians,0.218736,21-Oct-05,0,91,Released,All is fair in love and real estate.,4,1,"Drama, Comedy",Parker Film Company,United States of America,US
0,,10741,en,Bobby,11.706309,05-Sep-06,0,120,Released,He saw wrong and tried to right it. He saw suffering and tried to heal it. He saw war and tried to stop it.,6.4,119,"History, Drama",The Weinstein Company,United States of America,US
0,,9957,en,The Benchwarmers,6.74556,07-Apr-06,0,80,Released,Get off the bench and get into the game.,5.2,242,Comedy,Columbia Pictures,United States of America,US
0,,18276,en,Hoot,7.712206,05-May-06,0,91,Released,It's time to stand up for the little guys.,5.5,44,"Drama, Family",The Kennedy/Marshall Company,United States of America,US
0,,1901,en,In Good Company,15.376391,29-Dec-04,0,109,Released,"He's rich, young and handsome. He's in love with you and he's your dad's boss.",5.9,194,"Comedy, Drama, Romance",Depth of Field,United States of America,US
0,,13682,en,Pooh's Heffalump Movie,9.03154,11-Feb-05,0,68,Released,There's something new in the Hundred Acre Wood.,6.4,88,"Animation, Family",Walt Disney Pictures,United States of America,US
0,,27404,en,My Big Fat Independent Movie,0.68822,04-Mar-05,0,80,Released,The lowbrow comedy for the highbrow crowd.,3,5,Comedy,Film Threat DVD,United States of America,US
0,,10040,en,Miss Congeniality 2: Armed and Fabulous,19.998581,11-Mar-05,0,115,Released,You might feel a little prick,5.3,425,"Action, Comedy",Village Roadshow Pictures,United States of America,US
0,,15173,en,Jonah: A VeggieTales Movie,1.446172,04-Oct-02,0,82,Released,Fresh Fish. Mixed Vegetables.,6.4,22,"Action, Adventure, Animation, Comedy, Family, Fantasy, Romance",Big Idea Productions,United States of America,US
0,,10569,en,Small Time Crooks,11.423533,19-May-00,0,94,Released,They took a bite out of crime,6.4,155,"Action, Comedy, Crime",DreamWorks SKG,United States of America,US
0,,10642,en,Loser,5.214408,21-Jul-00,0,98,Released,Dare to be different.,5,120,"Drama, Comedy, Romance, Family",Columbia Pictures,United States of America,US
0,,10393,en,The Replacements,14.837288,07-Aug-00,0,118,Released,Throw the ball. Catch the girl. Keep it simple.,6.1,203,Comedy,Warner Bros.,United States of America,US
0,,23618,en,The Original Kings of Comedy,1.918959,18-Aug-00,0,115,Released,We Got Jokes,6.3,15,Comedy,40 Acres & A Mule Filmworks,United States of America,US
0,,29122,en,An Everlasting Piece,0.068246,22-Dec-00,0,103,Released,Piece on Earth.,6,1,"Comedy, Crime",Columbia Pictures,United States of America,US
0,,27451,en,Harvard Man,5.336243,01-Jan-01,0,99,Released,"Passion, Seduction, Deception.",4.8,15,Drama,Lions Gate Films,United States of America,US
0,,18828,en,Double Take,1.903405,12-Jan-01,0,88,Released,One big shot. One big mouth. The switch is on.,5.5,24,"Adventure, Drama, Action, Comedy, Romance",Touchstone Pictures,United States of America,US
0,,12509,en,Pollock,8.483531,06-Sep-00,0,122,Released,A true portrait of life and art.,6.6,91,"Drama, Romance",Fred Berner Films,United States of America,US
0,,18074,en,Duets,2.25453,09-Sep-00,0,112,Released,Six littles souls in search of a little harmony.,5.5,34,"Comedy, Drama, Music",Hollywood Pictures,United States of America,US
0,,13785,en,Best in Show,10.982255,19-Sep-00,0,90,Released,Some pets deserve a little more respect than others.,6.7,166,Comedy,Castle Rock Entertainment,United States of America,US
0,,11531,en,Book of Shadows: Blair Witch 2,3.890223,27-Oct-00,0,90,Released,Evil Doesn't Die.,4.3,212,"Mystery, Thriller, Horror",Artisan Entertainment,United States of America,US
0,,69848,en,One Man's Hero,0.910529,02-Aug-99,0,121,Released,One man's hero is another man's traitor.,9.3,2,"Western, Action, Drama, History",Filmax,United States of America,US
0,,37718,en,The Muse,2.857936,27-Aug-99,0,97,Released,In Goddess we trust.,5.3,31,"Fantasy, Comedy",October Films,United States of America,US
0,,16508,en,Doug's 1st Movie,1.88484,26-Mar-99,0,77,Released,You'll Dig Doug!,5.4,22,"Animation, Family, Comedy",Walt Disney Pictures,United States of America,US
0,,9451,en,Election,13.476596,23-Apr-99,0,99,Released,Reading. Writing. Revenge.,6.7,270,Comedy,Paramount Pictures,United States of America,US
0,,41730,en,Desert Blue,1.116206,06-Jun-99,0,90,Released,"Once You Get There, You'll Never Want To Leave",5.5,9,"Comedy, Drama",Ignite Entertainment,United States of America,US
0,,10279,en,Summer of Sam,3.70789,02-Jul-99,0,142,Released,No one is safe from son of sam,6.3,112,"Thriller, Drama, Crime, Romance",40 Acres & A Mule Filmworks,United States of America,US
0,,20770,en,But I'm a Cheerleader,4.826908,12-Sep-99,0,85,Released,A Comedy Of Sexual Disorientation.,6.5,101,Comedy,Ignite Entertainment,United States of America,US
0,,4816,en,Ghost Dog: The Way of the Samurai,18.223139,13-Sep-99,0,116,Released,All assassins live beyond the law … only one follows the code,7.2,298,"Crime, Drama",Bac Films,United States of America,US
0,,10219,en,Snow Falling on Cedars,2.79483,22-Dec-99,0,127,Released,From the director of 'Shine',6.3,32,"Drama, Romance",Universal Pictures,United States of America,US
0,,15489,en,Snow Day,7.964289,11-Feb-00,0,89,Released,Roads closed. Schools shut. Rules were made to be frozen!,4.8,51,"Comedy, Family",Paramount Pictures,United States of America,US
0,,224569,en,Taxman,0.964802,16-Sep-99,0,104,Released,"In life only two things are certain, death and taxes.",2,1,"Action, Crime, Comedy, Thriller",Counterclock Productions,United States of America,US
0,,24071,en,Mumford,4.310168,24-Sep-99,0,112,Released,Some towns have all the fun.,6.3,26,"Comedy, Drama, Romance",Touchstone Pictures,United States of America,US
0,,16112,en,The Adventures of Elmo in Grouchland,3.09159,01-Oct-99,0,73,Released,"The Good, The Bad and The Stinky.",6.3,14,Family,Columbia Pictures,United States of America,US
0,,44857,en,Molly,2.636193,22-Oct-99,0,102,Released,Innocence is bliss. See the world through her.,5.5,14,"Drama, Comedy, Romance",Metro-Goldwyn-Mayer (MGM),United States of America,US
0,,16653,en,The Singles Ward,0.920591,30-Jan-02,0,102,Released,The Road to Eternal Marriage Has Never Been Longer,7.5,4,"Comedy, Drama, Family, Romance",Halestorm entertainment,United States of America,US
0,,6440,en,The Shipping News,11.1399,18-Dec-01,0,111,Released,You'll never guess what you'll find inside...,6.4,108,"Drama, Romance",Miramax Films,United States of America,US
0,,11232,en,Kate & Leopold,11.940711,25-Dec-01,0,118,Released,If they lived in the same century they'd be perfect for each other.,6,418,"Comedy, Fantasy, Romance, Science Fiction",Miramax Films,United States of America,US
0,,12770,en,Stealing Harvard,7.321181,13-Sep-02,0,85,Released,Their intentions were honorable. Their methods were criminal.,4.4,46,"Action, Comedy, Drama",Columbia Pictures,United States of America,US
0,,10771,en,The Tuxedo,21.549232,27-Sep-02,0,98,Released,Suit up for action!,5.3,483,"Thriller, Action, Comedy, Science Fiction",DreamWorks SKG,United States of America,US
0,,13908,en,The Master of Disguise,4.382761,02-Aug-02,0,80,Released,He can get into any disguise... getting out is another story.,3.7,78,"Comedy, Family",Columbia Pictures,United States of America,US
0,,14293,en,Poolhall Junkies,5.90259,07-Jun-02,0,99,Released,It's your shot. Take it.,6.5,25,"Comedy, Drama, Thriller",Gold Circle Films,United States of America,US
0,,17710,en,Hey Arnold! The Movie,5.856363,28-Jun-02,0,76,Released,A Big Problem Calls For a Big Head,5.6,62,"Animation, Family",Paramount Pictures,United States of America,US
0,,13166,en,Freddy Got Fingered,8.710294,18-Apr-01,0,87,Released,A touching story of a young man who desperately wants to make his daddy proud.,4.6,115,Comedy,Regency Enterprises,United States of America,US
0,,10984,en,Valentine,5.904126,01-Feb-01,0,96,Released,Remember that kid everyone ignored on Valentine’s Day? - He remembers you.,5,114,"Horror, Thriller",Village Roadshow Pictures,United States of America,US
0,,62677,en,Songcatcher,3.363321,01-Mar-01,0,109,Released,Fall under its spell..,5.6,9,"Drama, Music",Rigas Entertainment,United States of America,US
0,,11467,en,America's Sweethearts,10.698929,17-Jul-01,0,102,Released,Hollywood's hottest couple just split up. It'll take more than special effects to reunite them.,5.5,252,"Comedy, Romance",Columbia Pictures,United States of America,US
0,,13403,en,Hedwig and the Angry Inch,4.25422,20-Jul-01,0,95,Released,An anatomically incorrect rock odyssey,7.4,80,"Comedy, Music",New Line Cinema,United States of America,US
0,,11469,en,Black Knight,15.913783,21-Nov-01,0,95,Released,It's only a flesh wound!,5.1,287,"Adventure, Comedy, Fantasy",Twentieth Century Fox Film Corporation,United States of America,US
0,,9683,en,Bubble Boy,10.131123,24-Aug-01,0,84,Released,Life is an adventure. Don't blow it.,5.1,163,"Adventure, Comedy, Drama, Romance",Touchstone Pictures,United States of America,US
0,,30379,en,Megiddo: The Omega Code 2,0.809588,07-Sep-01,0,104,Released,"In The Beginning, The End Had A Name.",3.6,8,"Action, Science Fiction, Thriller",Infinity Omnimedia,United States of America,US
0,,18841,en,The Lost Skeleton of Cadavra,1.680525,12-Sep-01,0,90,Released,No One Can Stand Its Mental Power!,6.5,30,"Comedy, Horror, Science Fiction",Fragmighty,United States of America,US
0,,14054,en,Snow Angels,4.262374,07-Mar-08,414404,106,Released,Some will fall. Some will fly.,6.5,48,"Drama, Romance",Crossroads Films,United States of America,US
0,,228203,en,"McFarland, USA",14.023082,20-Feb-15,45710059,128,Released,Champions Can Come From Anywhere.,7.4,213,Drama,Walt Disney Pictures,United States of America,US
0,,14353,en,Repo! The Genetic Opera,5.897479,18-Jul-08,188126,98,Released,Not Your Parent's Opera,6.7,100,"Horror, Comedy, Music, Science Fiction",Lions Gate Films,United States of America,US
0,,9969,en,Deck the Halls,5.952527,22-Nov-06,47231070,93,Released,There glows the neighborhood,5.1,109,"Comedy, Family",Regency Enterprises,United States of America,US
0,,38093,en,Just Wright,10.409253,14-May-10,21520719,100,Released,In this game every shot counts.,6.1,99,"Comedy, Drama, Romance",Fox Searchlight Pictures,United States of America,US
0,,102362,en,Dead Man Down,29.647844,08-Mar-13,18074539,118,Released,Blood demands blood,5.9,638,"Thriller, Action, Crime, Drama",Original Film,United States of America,US
0,,134597,en,The Collection,16.361743,21-Sep-12,6842058,94,Released,Every great collector has a vision.,5.9,289,"Horror, Thriller",Fortress Features,United States of America,US
0,,82631,en,Won't Back Down,2.366251,28-Sep-12,5310554,121,Released,If you can't beat the system... change it,5.8,40,Drama,Gran Via Productions,United States of America,US
0,,94352,en,Cirque du Soleil: Worlds Away,5.987486,09-Nov-12,34153101,91,Released,Experience a Journey Like Never Before,6.1,58,"Fantasy, Family",Reel FX Creative Studios,United States of America,US
0,,52032,en,My Dog Tulip,1.170257,01-Jan-09,246574,83,Released,"Sometimes, love really is a bitch.",7.6,9,"Animation, Comedy, Drama",Norman Twain Productions,United States of America,US
0,,239566,en,Get on Up,13.064264,01-Aug-14,31911598,139,Released,The Funk Don't Quit,6.4,158,"Drama, Music",Universal Studios,United States of America,US
0,,244772,en,The Skeleton Twins,15.699363,18-Jan-14,5284309,90,Released,Family is a cruel joke.,6.7,292,Drama,Duplass Brothers Productions,United States of America,US
0,,16991,en,Observe and Report,10.529143,10-Apr-09,24007324,86,Released,"Right now, the world needs a hero.",5.6,225,"Comedy, Crime, Drama",Legendary Pictures,United States of America,US
0,,25769,en,Carriers,12.708963,04-Sep-09,5802422,84,Released,"The rules are simple. You break them, you die...",5.8,282,"Action, Drama, Horror, Science Fiction, Thriller",Paramount Vantage,United States of America,US
0,,2054,en,Mr. Holland's Opus,6.775294,29-Dec-95,106269971,137,Released,"Of All the Lives He Changed, the One That Changed the Most Was His Own.",6.9,113,"Music, Drama, Family",Hollywood Pictures,United States of America,US
0,,59930,en,The Inkwell,0.269661,22-Apr-94,8880705,110,Released,Summer's Never Been So Much Fun!,3.9,5,"Comedy, Drama, Romance",Touchstone Pictures,United States of America,US
0,,11546,en,Police Academy: Mission to Moscow,11.946898,09-Jun-94,126247,83,Released,"Just when we thought the Cold War was over, leave it to these guys to heat it up again.",4.1,178,"Comedy, Crime",Warner Bros.,United States of America,US
0,,78373,en,"Dancer, Texas Pop. 81",0.376662,01-May-98,565592,97,Released,in the middle of nowhere they had everything,10,1,"Comedy, Drama, Family",HSX Films,United States of America,US
0,,9434,en,Grosse Pointe Blank,13.817269,11-Apr-97,28084357,107,Released,Even a hit man deserves a second shot.,6.9,275,"Action, Comedy, Thriller, Romance",Caravan Pictures,United States of America,US
0,,9433,en,The Edge,20.632673,06-Sep-97,43312294,117,Released,"They were fighting over a woman when the plane went down. Now, their only chance for survival is each other.",6.7,349,"Action, Adventure, Drama",Art Linson Productions,United States of America,US
0,,11176,en,The Muppet Movie,10.639916,31-May-79,76657000,97,Released,More entertaining than humanly possible.,7,164,"Adventure, Comedy, Family",Incorporated Television Company,United States of America,US
0,,21512,en,The Blood of Heroes,6.41678,19-Oct-89,882290,100,Released,When juggers play there is only one way to live - THE HARD WAY!,5.9,31,"Action, Adventure, Science Fiction",Handistom Investment,United States of America,US
0,,850,en,A Christmas Story,15.128316,18-Nov-83,19294144,94,Released,"Peace, Harmony, Comfort and Joy... Maybe Next Year.",7.4,344,"Comedy, Family",Metro-Goldwyn-Mayer (MGM),United States of America,US
0,,16441,en,The Beastmaster,6.377523,20-Aug-82,14056528,118,Released,"Born with the courage of an eagle, the strength of a black tiger, and the power of a god.",6,97,"Action, Fantasy",Antares Produzione Cinematografica,United States of America,US
0,,8879,en,Pale Rider,14.574995,28-Jun-85,41410568,115,Released,... and hell followed with him.,7,251,"Romance, Western",Warner Bros.,United States of America,US
0,,11024,en,Scooby-Doo 2: Monsters Unleashed,22.644275,24-Mar-04,181466833,93,Released,They came. They saw. They ran.,5.4,500,"Mystery, Fantasy, Adventure, Comedy",Mosaic Media Group,United States of America,US
0,,8357,en,What the #$*! Do We (K)now!?,7.288352,23-Apr-04,10000000,109,Released,Time to get wise.,5.8,34,Documentary,Lord of the Wind,United States of America,US
0,,24621,en,Chasing Papi,1.118511,16-Apr-03,6126237,80,Released,Three women. Three cities. Three times the trouble.,6.3,16,"Comedy, Romance",Fox 2000 Pictures,United States of America,US
0,,9918,en,Glory Road,8.305085,13-Jan-06,42647449,118,Released,The incredible story of the team that changed the game forever.,7.2,144,Drama,Walt Disney Pictures,United States of America,US
0,,4474,en,My Super Ex-Girlfriend,20.252143,20-Jun-06,60896147,95,Released,Hell hath no fury like a superwoman scorned.,4.8,442,"Fantasy, Drama, Action, Comedy, Crime, Science Fiction",Regency Enterprises,United States of America,US
0,,9074,en,The Man,6.925645,08-Sep-05,12382362,83,Released,One guy walks the walk. The other talks and talks.,5.4,133,"Action, Comedy, Crime",New Line Cinema,United States of America,US
0,,24977,en,Michael Jordan to the Max,1.830306,05-May-00,21268532,46,Released,Up close some heroes get even bigger.,7.5,10,Documentary,IMAX,United States of America,US
0,,27455,en,Foolish,0.796009,09-Apr-99,6033999,84,Released,This big mouth is ready for the big time,6.3,3,"Comedy, Drama",No Limit Films,United States of America,US
